はまる,嵌まる,"to fit; to get into; to go into / to be fit for (a job, etc.); to be suited for; to satisfy (conditions) / to fall into; to plunge into; to get stuck; to get caught / to be deceived; to be taken in; to fall into a trap / to be addicted to; to be deep into; to be crazy about; to be stuck on"
隔週,かくしゅう,every other week; every two weeks
がる,,to show signs of being; to feel; to think / to behave as if one were; to pretend; to act as if / to want; to desire; to be anxious to; to be eager to
蜜,みつ,nectar / honey / honeydew / treacle; molasses / sorbitol (when visible as dark patches inside an apple)
織り,おり,weave; weaving; woven item
壕,ごう,moat; fosse; trench; ditch / underground air-raid shelter; dugout
アクセル,,accelerator / accelerator pedal; gas pedal / Axel (figure skating jump); axel
アプローチ,,approach / approach shot
アラブ,,Arab
アワー,,hour
アンコール,,encore
イエス,,Jesus / yes
インターナショナル,,international
インフォメーション,,information
エレガント,,elegant
エンジニア,,engineer
オートマチック,,automatic
オリエンテーション,,orientation
オンライン,,online
カクテル,,cocktail
カット,,cut; cutting / haircut / shuffle (cards); shuffling / scene; shot (in a movie)
カムバック,,comeback
カルテ,,"patient's chart; clinical records / record (e.g. student, equipment maintenance, etc.)"
ガイドブック,,guidebook
キャッチ,,catch; catching; obtaining (e.g. information); receiving (e.g. radio transmission or phone call) / catch / shop tout; puller-in / catching (in swimming and boating); catching the water / catcher / call waiting
キャリア,,"career / carrier (disease, signal, warship, etc.) / career government employee"
クラブ,,nightclub / clubs (card suit) / crab / golf club
クレーン,,crane
グレー,,grey (gray) / gray (SI unit of absorbed dose of radiation)
ゲスト,,guest
コメント,,comment / (blog) comment
コンタクト,,contact / contact lens
コントラスト,,contrast
コントロール,,control
コンパス,,"pair of compasses; compass (for drawing circles, etc.) / (mariner's) compass / legs; step; gait"
サイクル,,cycle
サンキュー,,thank you
サンタクロース,,Santa Claus
シック,,chic / sick / thick
ショー,,show
ジャンパー,,(short) jacket; blouson; windbreaker; jumper / ski jumper; jumping event athlete / jumper lead; jumper wire
ジャンボ,,jumbo
ジャンル,,genre
スチーム,,steam
ストロー,,drinking straw / straw
ストロボ,,stroboscope; strobe lamp; stroboscopic lamp / (camera) flash
スプリング,,spring
スペース,,"space (room, area, outer space)"
スポーツカー,,sports car
スラックス,,slacks
セール,,sale
セクション,,section
セレモニー,,ceremony
ゼリー,,jello; gelatin dessert; jelly / gel; jelly
ソックス,,socks
ソロ,,solo
タイトル,,title
タイピスト,,typist
タイマー,,timer; clock register
タイムリー,,timely / clutch hit; run-scoring hit; RBI hit
タイル,,tile
ダンプ,,dump / dump truck
チームワーク,,teamwork
チャイム,,chime; bell (e.g. doorbell)
ティッシュペーパー,,tissue paper; tissue; facial tissue; facial tissues
テレックス,,telex; teletypewriter exchange
デコレーション,,decoration
デッサン,,rough sketch
デモンストレーション,,demonstration; protest / (giving a) demo; demonstration; presentation
トーン,,tone
トランジスタ,,electrical transistor
ドライバー,,driver (of a vehicle) / screwdriver / driver (golf) / driver; device driver
ナイター,,game under lights (e.g. baseball); night game
ナプキン,,(table) napkin; serviette / sanitary napkin; sanitary pad
ナンセンス,,nonsense
ニュー,,new / newly purchased item
ネガ,,(photographic) negative
ハンガー,,(aircraft) hangar / (coat) hanger / hunger
バー,,bar / VAR
ファイト,,fight / fighting spirit / fight!; do your best; go for it; keep at it
ファイル,,file
フィルター,,filter (esp. camera)
フェリー,,ferry
フォーム,,foam / form
ブーツ,,boots
ブザー,,buzzer; personal alarm (loud buzzer to attract attention in case of attack)
ブルー,,"blue (colour, color) / sad; down (in the dumps)"
ベース,,base / bass
ベストセラー,,bestseller
ペア,,pair / pair-oared boat / pear
ホース,,hose / horse
ボイコット,,boycott
ポーズ,,pose / pause
ポイント,,point / points (of a railway); switch
ポジション,,position
ポンプ,,pump
マッサージ,,massage
モニター,,"(computer) monitor / consumer who comments on products, television programs, etc. (programmes) / program or utility that monitors a program or activity"
ヤング,,young
ユニーク,,unique; individual; original; unusual
ユニフォーム,,uniform
ライス,,rice (esp. when served on a plate)
ラベル,,label (i.e. sticker) / label (i.e. record label)
ランプ,,lamp; light / ramp / rump
ルーズ,,loose (e.g. belt) / slovenly; careless; slack
レース,,race / lace / lathe
レッスン,,lesson
レディー,,lady / ready
レバー,,lever; joystick / liver
レンジ,,range; stove; cooker / microwave oven
レンタカー,,rental car; rent-a-car; hired auto / car rental agency; car hire agency; hire car agency
観覧,かんらん,viewing
私物,しぶつ,private property; personal effects
等級,とうきゅう,grade; class; degree; rank; rating; order; points / magnitude
年鑑,ねんかん,yearbook; almanac; annual
兼業,けんぎょう,perusing as a side business; doing in addition to one's main work; running (businesses) simultaneously / side business; job on the side
隠居,いんきょ,retirement / retired person
家来,けらい,retainer; retinue; servant
果てる,はてる,to end; to be finished; to be exhausted / to die; to perish / to do utterly; to do completely
華美,かび,splendor; splendour; gorgeousness; pomp; magnificence / showiness; gaudiness; extravagance; luxury
回送,かいそう,forwarding; sending on; redirecting (e.g. mail) / deadheading (e.g. train)
回覧,かいらん,circulation (esp. documents); sending round
海路,かいろ,sea route
概略,がいりゃく,outline; summary; gist; in brief
隔たる,へだたる,to be distant
勘弁,かんべん,pardon; forgiveness; forbearance
窮乏,きゅうぼう,poverty; destitution; privation; indigence; penury
碁盤,ごばん,Go board
語句,ごく,words; phrases
口述,こうじゅつ,dictation; verbal statement
高尚,こうしょう,high; noble; refined; advanced
仕える,つかえる,to serve; to work for; to attend
諮る,はかる,to consult with; to discuss; to confer; to deliberate
字体,じたい,type; font; lettering
磁器,じき,porcelain (esp. hard-paste porcelain); china; chinaware
首飾り,くびかざり,necklace; choker
庶務,しょむ,general affairs
召す,めす,to call; to invite; to send for; to summon / to eat; to drink / to put on; to wear / to ride / to catch (a cold); to take (a bath); to tickle (one's fancy); to put on (years); to commit (seppuku) / to do / used to show respect
小銭,こぜに,small change; coins / small sum of money
上回る,うわまわる,"to exceed (esp. figures: profits, unemployment rate, etc.); to surpass; to be more than; to be better than"
進呈,しんてい,presentation (e.g. of a gift)
据え付ける,すえつける,to install; to equip; to mount
澄ます,すます,to clear; to make clear / to be unruffled; to look unconcerned; to feign indifference / to look demure; to look prim; to put on airs / to strain (one's ears); to listen carefully
西日,にしび,westering sun; setting sun
跡継ぎ,あとつぎ,heir; successor
潜入,せんにゅう,infiltration; sneaking in
善良,ぜんりょう,goodness; excellence; virtue
短波,たんぱ,short wave
恥じらう,はじらう,to feel shy; to be bashful; to blush
茶の湯,ちゃのゆ,tea ceremony
宙返り,ちゅうがえり,somersault; looping-the-loop
昼飯,ひるめし,lunch; midday meal
挑む,いどむ,"to challenge to (a fight, game, etc.); to throw down the gauntlet; to contend for / to tackle (e.g. a problem); to attempt; to go after (a prize, record, etc.) / to pressure (someone) for sex; to make advances to"
朝寝坊,あさねぼう,oversleeping; late riser
転任,てんにん,change of post
逃す,のがす,to miss (e.g. a chance); to lose; to let get away / to set free; to let go / to fail to ...
拝借,はいしゃく,borrowing
領地,りょうち,territory; dominion; grounds (e.g. school)
和文,わぶん,Japanese text; sentence in Japanese
愛憎,あいぞう,love and hate
鈍る,にぶる,to become blunt; to grow dull / to become less capable; to weaken; to falter
免れる,まぬがれる,"to escape (disaster, death, etc.); to be saved from; to be rescued from / to avoid (e.g. punishment); to evade (e.g. responsibility); to avert; to elude; to be exempted from"
生ける,いける,to arrange (flowers); to plant / living; live
滅ぼす,ほろぼす,to destroy; to overthrow; to wreck; to ruin
教職,きょうしょく,the teaching profession / education of laity (in Christianity)
産休,さんきゅう,maternity leave
産後,さんご,postpartum; after childbirth
申し分,もうしぶん,objection; shortcomings
伝来,でんらい,ancestral; hereditary; imported; transmitted; handed down
両極,りょうきょく,both extremities / North and South Poles / positive and negative poles
風車,かざぐるま,windmill / pinwheel (toy); windmill (toy) / Clematis patens (species of climbing plant)
あし,葦,common reed (Phragmites australis)
会,え,"gathering (esp. Buddhist, festive, etc.)"
きまり悪い,きまりわるい,feeling awkward; being ashamed; being bashful
ど忘れ,どわすれ,lapse of memory; forgetting for a moment something one knows well; (something) slipping one's mind
しかしながら,併し乍ら,however; nevertheless
報ずる,ほうずる,to inform; to report
あつらえる,誂える,to give an order; to place an order; to have made to order
ねじれる,捻じれる,to twist; to wrench; to screw
寄りかかる,よりかかる,to lean against; to recline on; to lean on / to rely on; to depend on
ずれ,,gap; slippage
押し寄せる,おしよせる,"to advance on; to close in; to march on; to descend on (the enemy); to move towards; to surge forward (crowd, wave of nostalgia, wave, etc.); to rush for (the door); to inundate; to overwhelm; to push aside"
気品,きひん,elegance; refinement; grace; dignity / aroma
記名,きめい,signature; register / to put one's name on; to sign / stamped name; typed name
旧知,きゅうち,old friend; old acquaintance
生身,なまみ,living flesh; flesh and blood / physical body of Buddha or a bodhisattva
大部,たいぶ,"lengthy (of a book, etc.); voluminous / most (e.g. most part); greater; fairly; a good deal; much"
痛切,つうせつ,keen; acute; heartfelt
刷り,すり,printing
暗算,あんざん,mental arithmetic
案じる,あんじる,to be anxious or concerned about; to ponder (anxiously); to fear / to investigate; to consider; to plan / to pat; to rub; to take a sword in one's hand
映写,えいしゃ,projection
遠回り,とおまわり,detour; roundabout way
下取り,したどり,trade in; part exchange
下心,したごころ,secret intention; ulterior motive / kanji "heart" radical at bottom
化する,かする,to change into; to convert into; to transform; to be reduced; to influence; to improve (someone)
課外,かがい,extracurricular
改悪,かいあく,deterioration; changing for the worse
概説,がいせつ,general statement; outline
慣用,かんよう,customary use; common usage; general usage
甘口,あまくち,sweet flavour; sweet flavor; mildness / flattery / stupidity
眼球,がんきゅう,eyeball
幾多,いくた,many; numerous
期,き,period; time / age / term (e.g. in office); period / session (e.g. of parliament) / stage (e.g. disease)
気風,きふう,character; traits; ethos
気流,きりゅう,atmospheric current; air current; airflow
球根,きゅうこん,(plant) bulb
給仕,きゅうじ,waiting on a table; serving (at dinner) / waiter; waitress; waitperson; server; cabin boy; bellboy; page; pageboy / office boy; office girl
興じる,きょうじる,to amuse oneself; to make merry
継ぎ目,つぎめ,joint; seam; joining point
決行,けっこう,doing (with resolve); carrying out (e.g. a plan)
結び付ける,むすびつける,to combine; to join; to tie on; to attach with a knot; to bind (e.g. an address)
兼用,けんよう,multi-use; combined use; combination; serving two purposes
見世物,みせもの,show; exhibition; spectacle
原典,げんてん,original (text)
呼び止める,よびとめる,to challenge; to call somebody to halt
口ずさむ,くちずさむ,to hum (a tune); to sing to oneself; to croon
国定,こくてい,state-sponsored; national
雑木,ざつぼく,various kinds of small trees; assorted trees
山腹,さんぷく,hillside; mountainside
産出,さんしゅつ,production; output; turning out
残金,ざんきん,remaining money
仕切る,しきる,to partition; to divide; to mark off; to itemize / to direct; to take control; to manage; to take responsibility / to settle accounts / to toe the mark
持ち切り,もちきり,hot topic; talk of the town
自転,じてん,rotation (usu. on an axis); turning; spin
失調,しっちょう,lack of harmony; lack of balance; lack of coordination; malfunction / ataxia
取り調べる,とりしらべる,to investigate; to examine
取り立てる,とりたてる,to collect (debts); to dun; to exact; to extort / to appoint; to promote; to give patronage / to emphasize; to focus on; to call attention to
手近,てぢか,near; close by; within reach; handy / familiar
手芸,しゅげい,handicrafts
首輪,くびわ,(animal) collar / necklace; choker
修学,しゅうがく,learning
出くわす,でくわす,to happen to meet; to come across
初耳,はつみみ,something heard for the first time; hearing something for the first time
消去,しょうきょ,elimination; erasure; dying out; clearing; purge; melting away
照合,しょうごう,collation; comparison
城下,じょうか,land near a castle / castle town
真下,ました,right under; directly below
整然,せいぜん,orderly; regular; systematic; well-organized; well-organised; trim; tidy; accurate
清純,せいじゅん,purity; innocence
静的,せいてき,static
切開,せっかい,incision; operation; section
絶版,ぜっぱん,out of print
宣教,せんきょう,religious mission; religious proclamation
他意,たい,ill will; malice; another intention; secret purpose; ulterior motive; fickleness; double-mindedness
対して,たいして,for; in regard to; per
滞る,とどこおる,to stagnate; to be delayed; to be left undone / to be overdue (of a payment); to fall into arrears; to be outstanding
退化,たいか,degeneration; retrogression
大柄,おおがら,large build / large pattern
聴診器,ちょうしんき,stethoscope
釣鐘,つりがね,temple bell; hanging bell; funeral bell
転回,てんかい,revolution; rotation
転校,てんこう,changing schools
統率,とうそつ,command; lead; generalship; leadership
動的,どうてき,dynamic; kinetic
同い年,おないどし,the same age
特派,とくは,send specially; special envoy
熱量,ねつりょう,quantity of heat; heat value; calorific value; calories
悩ましい,なやましい,seductive; carnal; enchanting / troubling; difficult; thorny; hard / anxious; uneasy
反り,そり,warp; curvature; curve; arch
甕,かめ,earthenware pot
浮力,ふりょく,buoyancy; floating power
封建,ほうけん,feudalistic
片言,かたこと,prattle; broken language; halting language; baby talk; imperfect speech; smattering
片付け,かたづけ,tidying up; finishing
名産,めいさん,noted product; local specialty
優越,ゆうえつ,supremacy; predominance; being superior to
余興,よきょう,side show; entertainment
用法,ようほう,directions; rules of use
立方,たちかた,way of standing / dancer (in a Japanese dance performance)
難い,かたい,difficult; hard
来場,らいじょう,attendance
粉々,こなごな,in very small pieces
そっけない,素っ気ない,cold; short; curt; blunt
長々,ながなが,long; drawn-out; very long
座標,ざひょう,coordinate; coordinates
利根,りこん,intelligence; cleverness; innate aptitude
泊,はく,counter for nights of a stay
あからさま,明白,plain; frank; candid; open; direct; straightforward; unabashed; blatant; flagrant
あくどい,悪どい,gaudy; showy; excessive / crooked; vicious
いざ,,now; come (now); well
いやに,嫌に,awfully; terribly
えい,鱝,ray (any fish of superorder Batoidea)
おっかない,,frightening; scary / extreme; exaggerated; huge
お宮,おみや,Shinto shrine
お供,おとも,attendant; companion
きっかり,,exactly; just; precisely / punctually; exactly on time
ぐっと,,suddenly; at once; in one go; with a jerk; with a gulp / considerably; very much; a lot / firmly; with an effort; tightly; exerting pressure / completely (e.g. at a loss) / deeply (e.g. moved)
げっそり,,being disheartened; being dejected / losing a lot of weight; becoming very thin
しぶとい,,tenacious; tough; enduring; dogged; headstrong; stubborn; obstinate; unyielding
すばしこい,,nimble; smart; quick
すんなり,,slim; slender; lithe; supple / smoothly; without resistance; without trouble; without difficulty; without dissent; easily; readily
ずぶ濡れ,ずぶぬれ,dripping wet; soaked; drenched
ずらっと,,in a line; in a row
そこら,其処ら,everywhere; somewhere; approximately; that area; around there
ちやほや,,to pamper; to make a fuss of; to spoil; to fawn over
てんで,,(not) at all; altogether; entirely
ネジ回し,ネジまわし,screwdriver
ひいては,延いては,not only ... but also; in addition to; consequently
ひょっと,,possibly; perhaps; perchance / unintentionally; accidentally
ビリ,,last on the list; at the bottom
ふんだん,,plentiful; abundant; lavish
ぼつぼつ,,gradually; little by little; in a breezy manner / soon; before long / here and there; scattered / spots; dots; pimples; rash
ぼやく,,to grumble; to complain
もろに,諸に,completely; all the way; altogether; bodily
インターチェンジ,,interchange; service interchange
インターフォン,,intercom; interphone
ダブる,,"to be duplicated; to be repeated / to overlap; to fall together (of dates, etc.); to coincide / to repeat (a failed course, school year, etc.) / to make a double play / to make a double fault (in tennis)"
ドライクリーニング,,dry cleaning
ドライブイン,,"drive-in (bank, cinema, etc.) / roadside restaurant; rest stop"
モーテル,,motel / drive-in love hotel
亜科,あか,subfamily
宛てる,あてる,to address
尉,じょう,inspector (third highest of the four administrative ranks of the ritsuryo system) / (noh) old man / white ash (of charcoal)
異見,いけん,different opinion; objection
しなびる,萎びる,"to shrivel (e.g. cut vegetables, skin); to wilt; to fade; to wither; to be wizened"
違える,ちがえる,to change; to alter / to mistake; to make a mistake / to fail to keep (e.g. one's promise) / to dislocate (e.g. one's neck)
ひところ,一頃,once; some time ago
一別,いちべつ,parting
稲光,いなびかり,(flash of) lightning
印,いん,stamp; seal; chop / seal impression; seal; sealing; stamp; mark; print / mudra (symbolic hand gesture) / ninja hand sign / India
引っ掻く,ひっかく,to scratch; to claw
おいて,於て,at; in; on
汚らわしい,けがらわしい,filthy; unfair; dirty; untouchable; disgusting; nasty; foul; odious; repulsive
汚れ,けがれ,disgrace; shame; stain; blot; corruption; depravity / uncleanness; impurity; defilement
汚れる,けがれる,to be violated; to be corrupted; to be polluted; to be stained
下番,かばん,going off duty
下吏,かり,lower official
何なり,なんなり,any; anything; whatever
佳句,かく,beautiful passage of literature
画期,かっき,transition from one epoch to another; change of era
介抱,かいほう,nursing; looking after
なつく,懐く,to become emotionally attached (to); to take (to)
あく,灰汁,lye / harsh taste; astringency / scum (formed when cooking some foods) / (excessive) strength of will
そっぽ,外方,the other way
噛み切る,かみきる,to bite off; to gnaw through
干し,ほし,drying; dried
干し物,ほしもの,"things dried in the sun (esp. clothes, dyed cloth, etc.)"
感無量,かんむりょう,deep emotion; being filled with emotion
貫禄,かんろく,presence; dignity
館,やかた,"mansion; palace; manor house; castle / nobleman; noblewoman; dignitary / cabin (on a boat, carriage, etc.)"
機,はた,loom
かぶれる,気触れる,to develop a rash or inflammation (e.g. in response to a skin irritant); to react to (something) / to be strongly influenced (usu. negative or critical nuance)
気立て,きだて,disposition; nature
鞠,まり,"ball (for sport, games, etc.) / kemari; type of football played by courtiers in ancient Japan"
なじる,詰る,to rebuke; to scold; to tell off; to find fault; to harp on; to reprove / to question persistently (in order to criticize or find fault with somebody)
朽ちる,くちる,to rot; to decay / to die in obscurity / to be forgotten with time
給う,たまう,to do / to give
供する,きょうする,to offer; to present; to submit; to supply / to serve (food and drink) / to offer (to the gods); to set up (before an alter)
恐れ入る,おそれいる,to be sorry; to beg pardon; to be much obliged; to feel small / to be grateful / to be amazed; to be filled with awe; to be surprised / to be disconcerted; to be embarrassed
凝らす,こごらす,to freeze; to congeal / to concentrate one's attention on; to devote oneself to something; to ponder; to meditate
凝る,こごる,to congeal; to freeze
局限,きょくげん,limit; localize; localise
僅少,きんしょう,(a) few; (a) little; trifling; insignificant; small (amount); scarce (stocks)
勤まる,つとまる,to be fit for; to be equal to; to function properly
契る,ちぎる,to pledge; to vow; to promise; to swear / to have sexual intercourse (esp. between husband and wife); to share a bed
くだん,件,"the aforementioned; the said; (man, incident, etc.) in question; the above-mentioned; the aforesaid / the usual"
圏,けん,sphere; circle; range / category (in the context of category theory)
やり遂げる,やりとげる,to accomplish; to finish; to carry through; to follow through
遣り通す,やりとおす,to carry through; to achieve; to complete
原,げん,original; primitive; primary; fundamental; raw
言伝,ことづて,(oral) message; declaration; hearsay; rumour; rumor
故,こ,the late (deceased)
御覧なさい,ごらんなさい,(please) look / see / (please) try to do
構え,かまえ,structure; construction; appearance / posture (e.g. in martial arts); pose; stance / readiness; determination; preparedness / kanji enclosure type radical (must enclose at least two sides of the kanji)
溝,こう,10^32; hundred nonillion
講読,こうどく,reading; translation
合わせ,あわせ,joint together; opposite; facing
こつ,骨,knack; skill; trick; secret; know-how; the ropes; hang
骨董品,こっとうひん,curio; antique
差し引く,さしひく,to deduct; to take away; to dock / to make allowances for something; to bear something in mind / to ebb and flow
細やか,こまやか,tender; warm; caring; thoughtful / meticulous; detailed; attentive / deep (of a colour); thick (e.g. fog)
際,きわ,edge; brink; verge; side / time; moment of
作物,さくぶつ,literary work
すれ違い,すれちがい,passing each other; crossing paths without meeting; being at cross purposes
参上,さんじょう,calling on; visiting
しつける,仕付ける,to be used to; to get accustomed to; to be in the habit of doing / to train; to discipline; to teach manners / to tack (in needlework); to baste / to plant (esp. rice seedlings)
氏,うじ,family name; lineage; birth / clan
賜る,たまわる,to be given; to be granted; to be honored with; to be honoured with / to give; to bestow; to confer; to honor; to honour
自尊心,じそんしん,self-esteem; self-respect; self-importance; conceit; pride
自動詞,じどうし,intransitive verb
湿気る,しける,to be damp; to be moist
社,やしろ,shrine (usually Shinto)
謝絶,しゃぜつ,refusal
取り混ぜる,とりまぜる,to mix; to put together
手回し,てまわし,turning by hand; hand-turned; hand-cranked / preparations; arrangements
手はず,てはず,arrangement; plan; programme; program
種,しゅ,kind; variety / (biological) species / (logical) species
周,しゅう,Zhou (dynasty of China); Chou / perimeter / counter for laps or circuits
修飾,しゅうしょく,ornamentation; embellishment; decoration; adornment; polish up (writing) / modification; qualification
蹴飛ばす,けとばす,to kick away; to kick off; to kick hard / to refuse curtly; to reject outright
１０分,じっぷん,10 minutes
重,え,-fold; -ply
出切る,できる,to be out of; to have no more at hand
助,じょ,help; rescue; assistant
助動詞,じょどうし,auxiliary verb
梢,こずえ,treetop; tip of a branch
こげ茶,こげちゃ,dark brown; olive brown
照り返す,てりかえす,to reflect; to throw back light
蒸留,じょうりゅう,distillation
植わる,うわる,to be planted
新入生,しんにゅうせい,new student; freshman; first-year student
真ん丸い,まんまるい,perfectly round; perfectly circular
真ん前,まんまえ,right in front; just opposite; under the nose
進度,しんど,progress
震わせる,ふるわせる,to (make something) quiver; to shake; to tremble; to vibrate
吹奏,すいそう,playing (a wind instrument); blowing
かさむ,嵩む,to mount up; to pile up; to accumulate; to increase
かさばる,嵩張る,to be bulky; to be unwieldy; to grow voluminous
数詞,すうし,numeral
世辞,せじ,flattery; compliment
なるたけ,成る丈,as much as possible; if possible
まさしく,正しく,surely; no doubt; evidently
清濁,せいだく,good and evil; purity and impurity / voiced and unvoiced consonants
生,き,pure; undiluted; raw; crude
生真面目,きまじめ,too serious; person who is too serious; honesty; sincerity
盛る,さかる,to prosper; to flourish / to copulate (animals)
盛装,せいそう,dressing up in fine clothes; splendid clothes; one's best clothes
赤らむ,あからむ,to become red; to redden; to blush
接ぐ,つぐ,to join; to piece together; to set (bones) / to graft (onto a tree)
接続詞,せつぞくし,conjunction
仙,せん,hermit; wizard
浅ましい,あさましい,wretched; miserable; shameful; mean; despicable; abject
さも,然も,really; extremely / in that way
さほど,然程,not so; not particularly; not very; not that much
相,あい,together; mutually; fellow
それゆえ,それ故,therefore; for that reason; so
揃い,そろい,set; suit; uniform collection; matching items / entirely; all; every one; nothing but
他動詞,たどうし,transitive verb
駄作,ださく,poor piece of work; rubbish; trash
体,てい,appearance; air; condition; state; form
退ける,しりぞける,to repel; to drive away; to repulse; to reject
代,しろ,"substitution / material / price / margin (e.g. for stapling, etc.); area required for something / shiro (unit of land area equal to one-fiftieth of a tan; ~19.83 m.sq.)"
たるみ,弛み,"slack; slackening; sagginess; flabbiness (skin, etc.) / dullness; letdown; depression; ennui"
遅くとも,おそくとも,at the latest
中ほど,なかほど,(about) middle; midway
中っ腹,ちゅうっぱら,anger (held in check); irritation; rage
沈澱,ちんでん,precipitation; deposition; settlement (e.g. of sediment)
諦め,あきらめ,resignation; acceptance; consolation
天津,あまつ,heavenly; imperial
まとまり,纏まり,unity; coherence; consistency; coordination / settlement; conclusion; completion
点線,てんせん,dotted line; perforated line
殿,しんがり,rear; rear unit guard / anchor (man)
奴,やっこ,servant (esp. a samurai's attendant) / chivalrous man (c. Edo period) / cubed tofu (often served cold) / kite shaped like a footman / Edo-period hairstyle worn by samurai's attendants / enslavement (of a woman; Edo-period punishment for her own or her husband's crime) / he; she; him; her
東,あずま,"eastern Japan (esp. Kamakura or Edo, from perspective of Kyoto or Nara); eastern provinces / east / six-stringed Japanese zither / my spouse"
棟,とう,"large building; building with a long roof / counter for buildings, apartments, etc."
当て字,あてじ,"kanji used as a phonetic symbol, instead of for the meaning; phonetic-equivalent character; substitute character / kanji used for their meaning, irrespective of reading"
日当,にっとう,daily allowance; daily wages
したためる,認める,"to write (e.g. a letter); to draw up (a document); to take down (e.g. notes) / to have (lunch, dinner, etc.); to eat"
ばかばかしい,馬鹿馬鹿しい,absurd; ridiculous; silly; ludicrous; nonsensical; asinine; foolish
廃れる,すたれる,to go out of use; to become obsolete; to die out; to go out of fashion
反,たん,"variable measure of fabric (28.8 cm in width); for kimonos: at least 10 m in length; for haori: at least 7.27 m in length; for other clothes: at least 6.06 m in length / 300 tsubo (991.74 meters square, 0.24506 acres) / six ken (10.91 m)"
腹立ち,はらだち,anger
仏,ふつ,France
